mes referencia        ano referencia        nome        área        nome do gestor        data inicio        data termino        Quant. Dias
novembro        2024        Eberto Bowditch        criação        Eamia        6/22/2023        1/23/2024        15
maio        2024        Belinda Hannaway        negócios        Dynava        6/14/2023        5/17/2023        9
dezembro        2023        Silvia Dalla        cardinia facilities        Brightbean        6/15/2023        8/7/2023        2
janeiro        2024        Bengt Smallridge        midia        Oozz        10/29/2023        8/24/2023        23
novembro        2024        Obadias Swindall        planejamento        Twinte        1/31/2024        6/19/2023        20
novembro        2023        Halsy Coughan        facilities cardinia        Tagchat        11/28/2023        1/1/2024        4
dezembro        2023        Glyn Baggiani        facilities cardinia        Jaloo        1/5/2024        12/12/2023        4
maio        2024        Kimbell Gately        midia        Camido        1/22/2024        6/18/2023        5
novembro        2023        Hector Hannay        produção        Talane        12/9/2023        8/8/2023        3
dezembro        2024        Coletta Terry        planejamento        Divavu        11/6/2023        4/19/2023        23
janeiro        2023        Rad Nickoll        negócios        Dabjam        10/30/2023        1/3/2024        0
maio        2023        Giralda Isley        planejamento        Thoughtblab        9/13/2023        8/12/2023        14
janeiro        2024        Dorine Flowitt        cardinia facilities        Quatz        8/10/2023        12/6/2023        18
dezembro        2024        Carr Maciaszczyk        midia        Tagcat        10/24/2023        8/16/2023        25
maio        2023        Jecho Rathbourne        planejamento        Devify        1/30/2024        7/25/2023        16
maio        2023        Ilene Jaggi        criação        Einti        1/21/2024        9/10/2023        28
maio        2023        Ally Peplay        cardinia facilities        Gabspot        4/29/2023        9/21/2023        26
maio        2024        Ralph Boken        planejamento        Mita        9/22/2023        6/22/2023        1
maio        2024        Olia Ivachyov        cultura e talentos        Quaxo        7/22/2023        12/9/2023        4
maio        2024        Hadrian Trulock        planejamento        Miboo        8/8/2023        1/22/2024        25
dezembro        2023        Edith Hugonin        experience        Demivee        6/9/2023        5/2/2023        20
novembro        2023        Karlotta Scrowston        cardinia facilities        Fivespan        8/29/2023        9/28/2023        11
janeiro        2023        Annaliese Tybalt        criação        Yambee        4/21/2023        6/16/2023        27
novembro        2023        Hobart Ledwich        criação        Skaboo        5/11/2023        9/3/2023        13
dezembro        2024        Marthena Lynn        cardinia facilities        Viva        10/10/2023        1/7/2024        4
dezembro        2023        Kerk Beceril        negócios        Fliptune        1/11/2024        11/25/2023        28
maio        2023        Cyrille Caudell        negócios        Voonyx        11/30/2023        7/14/2023        28
novembro        2024        Lilyan O'Hannen        negócios        Voonte        7/19/2023        7/21/2023        6
maio        2024        Joyous England        cultura e talentos        Leenti        10/31/2023        10/23/2023        17
janeiro        2023        Belle Shuttle        criação        Youfeed        6/19/2023        6/8/2023        25
dezembro        2024        Vyky Croan        criação        Jayo        9/10/2023        1/6/2024        10
janeiro        2024        Bernete Ollington        criação        Quire        7/31/2023        4/9/2023        3
janeiro        2023        Chrissie Hauch        criação        Quaxo        1/10/2024        6/9/2023        24
maio        2024        Bondy Molen        negócios        Fivechat        1/26/2024        11/5/2023        5
maio        2023        Marwin Feldbrin        cardinia facilities        DabZ        12/30/2023        1/8/2024        4
